Date,BAC,C,GS,JPM
2019-12-03,31.20782470703125,68.3970947265625,203.6730499267578,122.16438293457031
2019-12-04,31.50242042541504,69.23655700683594,207.22369384765625,124.57416534423828
2019-12-05,31.61707878112793,69.68425750732422,208.37525939941406,125.25189971923828
2019-12-06,32.1712532043457,70.71026611328125,215.54373168945312,127.11572265625
2019-12-09,32.018375396728516,70.26255798339844,212.8567352294922,126.52269744873047
2019-12-10,32.03749084472656,70.68228912353516,212.92393493652344,126.60737609863281
2019-12-11,32.14259338378906,70.4677505493164,212.26177978515625,126.30616760253906
2019-12-12,33.136295318603516,71.86685943603516,216.9256134033203,129.92088317871094
2019-12-13,32.906982421875,71.25125122070312,215.91802978515625,128.7818603515625
2019-12-16,33.15541076660156,71.73627471923828,218.83526611328125,129.28074645996094
2019-12-17,33.48027801513672,72.51044464111328,221.81976318359375,130.0714569091797
2019-12-18,33.54716491699219,72.67832946777344,221.14801025390625,129.93968200683594
2019-12-19,33.394283294677734,72.93948364257812,220.65859985351562,129.2901611328125
2019-12-20,33.40383529663086,73.22864532470703,219.6893310546875,129.18666076660156
2019-12-23,33.6044807434082,73.46182250976562,219.84292602539062,129.1489715576172
2019-12-24,33.65226364135742,73.30325317382812,220.62979125976562,129.5066680908203
2019-12-26,33.93891143798828,74.45985412597656,221.8773193359375,130.88099670410156
2019-12-27,33.77647399902344,74.31060028076172,221.3495330810547,130.97511291503906
2019-12-30,33.58538055419922,74.161376953125,220.52426147460938,130.49505615234375
2019-12-31,33.65226364135742,74.51579284667969,220.64898681640625,131.2198486328125
2020-01-02,34.05356979370117,75.76566314697266,224.86178588867188,132.81069946289062
2020-01-03,33.34651184082031,74.33857727050781,222.23239135742188,131.05807495117188
2020-01-06,33.29873275756836,74.10540771484375,224.5067138671875,130.95387268066406
2020-01-07,33.0789680480957,73.46182250976562,225.98455810546875,128.7275848388672
2020-01-08,33.41339111328125,74.0214614868164,228.16293334960938,129.7317657470703
2020-01-09,33.47072219848633,74.69302368164062,232.8075714111328,130.20545959472656
2020-01-10,33.193634033203125,73.91886138916016,232.3373565673828,128.90756225585938
2020-01-13,33.499385833740234,75.22467803955078,235.31222534179688,129.97808837890625
2020-01-14,33.7478141784668,76.39991760253906,235.7440643310547,131.49388122558594
2020-01-15,33.12675094604492,75.77499389648438,235.31222534179688,129.52337646484375
2020-01-16,33.174522399902344,75.55113220214844,239.64019775390625,130.02545166015625
2020-01-17,33.16496658325195,75.6630630493164,239.3907012939453,130.92544555664062
2020-01-21,32.73499298095703,74.52513885498047,235.78244018554688,129.63705444335938
2020-01-22,32.830543518066406,74.71167755126953,237.0779571533203,129.48545837402344
2020-01-23,32.601226806640625,74.43186950683594,235.6672821044922,129.3528289794922
2020-01-24,32.04704666137695,73.14469909667969,232.15499877929688,126.14126586914062
2020-01-27,31.387760162353516,71.54972076416016,228.52757263183594,125.08023071289062
2020-01-28,31.76040267944336,72.0440673828125,232.7883758544922,127.35391235351562
2020-01-29,31.540634155273438,71.33519744873047,230.4276885986328,127.16442108154297
2020-01-30,31.989717483520508,72.22129821777344,234.2758331298828,128.73703002929688
2020-01-31,31.368648529052734,69.86461639404297,228.1533660888672,125.39286041259766
2020-02-03,31.502418518066406,70.54063415527344,229.3624725341797,126.34967803955078
2020-02-04,32.12348175048828,71.82694244384766,232.17422485351562,128.16860961914062
2020-02-05,33.16496658325195,74.03340148925781,234.43898010253906,130.34754943847656
2020-02-06,33.12675094604492,74.14606475830078,232.05905151367188,130.36651611328125
2020-02-07,33.06941604614258,73.8831787109375,228.39324951171875,129.94967651367188
2020-02-10,33.145851135253906,73.68598937988281,227.7790985107422,130.4896697998047
2020-02-11,33.222293853759766,74.25872802734375,226.91542053222656,130.73597717285156
2020-02-12,33.36561584472656,74.48407745361328,229.01699829101562,130.73597717285156
2020-02-13,33.35606384277344,74.17422485351562,228.7291259765625,130.62228393554688
2020-02-14,33.29873275756836,73.97706604003906,227.51039123535156,130.22439575195312
2020-02-18,32.74455261230469,72.8409652709961,223.79660034179688,128.50018310546875
2020-02-19,33.174522399902344,73.28226470947266,227.7502899169922,130.25282287597656
2020-02-20,33.29873275756836,73.4418716430664,223.33596801757812,130.25282287597656
2020-02-21,32.830543518066406,71.77062225341797,221.31114196777344,128.66123962402344
2020-02-24,31.273101806640625,68.09945678710938,215.4765625,125.20337677001953
2020-02-25,29.696548461914062,65.18882751464844,208.82627868652344,119.61395263671875
2020-02-26,29.266576766967773,64.01518249511719,207.0701446533203,119.97394561767578
